ext_gene,value
Cyp4g1,2080
Cyp4g15,2405.177457
Cyp4p1,1481
Cyp4p2,1578
Cyp4p3,1468
Cyp4s3,2089
Cyp6a13,1450
Cyp6a14,2760
Cyp6a15Psi,700.9070291
Cyp6a16,1508.645413
Cyp6a17,1349.988784
Cyp6a18,2158.671891
Cyp6a19,1506.739093
Cyp6a2,1475
Cyp6a20,1602
Cyp6a21,1432
Cyp6a22,1721.611746
Cyp6a23,1562
Cyp6a8,1582
Cyp6a9,1765
Cyp6d2,1560
Cyp6d4,1673
Cyp6d5,1441
Cyp6g1,1862.374848
Cyp6g2,1790
Cyp6t1,1586
Cyp6t2Psi,1264
Cyp6t3,1495
Cyp6u1,1744.084036
Cyp6v1,2632.038409
Cyp6w1,1496.544195
Cyp9b1,1553
Cyp9b2,1468
Cyp9c1,1544
Cyp9f2,1559
Cyp9h1,1418
cype,226.911792
Cypl,519
cyr,2207.513133
Cys,285
CysRS,2254
CysRS-m,1809.777156
cysu,2882
Cyt-b5,630.5353538
Cyt-b5-r,1303.184569
Cyt-c-d,576.4577488
Cyt-c-p,481.9998482
Cyt-c1,1240.918102
Cyt-c1L,1094
d,4904.442482
D,1655.346736
d-cup,896
D1,1551.932199
D12,3052
D19A,3034
D19B,2486
D2hgdh,1694.415965
d4,1592.914464
da,3192.368936
DAAM,4964.001849
Dab,7933.472842
dac,4732.823625
Dad,3519.430703
dah,2151.737005
Dak1,1003
dally,4271.344332
Damm,862.4590772
dan,3141
danr,1633
dao,3513.222015
dap,2331
Dap160,3808.995216
dar1,3327
dare,1482
Dark,4626.894391
Dat,1328.790245
DAT,2841
dati,3050.964562
daw,2577.676388
Daxx,5512.508579
dbe,986
Dbi,220.6791388
dbo,3435.556029
Dbp21E2,1533
Dbp45A,1471
Dbp73D,2010
Dbp80,1262.910463
dbr,3665.07129
Dbx,2289
dco,3101.376288
Dcp-1,1550
DCP1,1288.804524
DCP2,5556.450829
Dcr-1,6714
Dcr-2,5484.922982
DCTN1-p150,4351
DCTN2-p50,1159
DCTN3-p24,912.5920818
DCTN4-p62,1583
DCTN5-p25,531
DCTN6-p27,509
DCX-EMAP,3715.757784
Dd,2838.846669
Ddc,1841.386811
Ddr,3835.572218
Ddx1,2271
Deaf1,2796.244542
Debcl,1525
Decay,912
Def,200
defl,3028
Dek,2550.021702
del,2972.623982
deltaCOP,1968.967915
deltaTry,611
Den1,1056.839309
DENR,528.1037525
Der-1,908.7458288
Der-2,1191
Desat1,1808.085803
Desat2,1158
Desi,806
Det,452
Df31,1361.99786
Dfd,2540
Dg,5080.848759
Dgk,5955.110362
Dgkepsilon,1766.967727
dgo,2947.521669
Dgp-1,2437.208874
dgrn,1432.21304
dgt1,1528.172592
dgt2,666.3887427
dgt3,1610
dgt4,610.8451677
dgt5,2033.474563
dgt6,1997
Dh31,1093.554315
Dh31-R,3074.645931
Dh44,1795.038776
Dh44-R1,2276
Dh44-R2,2355.73359
Dhap-at,3298.229776
Dhc16F,12243
Dhc36C,12003
Dhc62B,11891
Dhc64C,14114.47679
Dhc93AB,13783.16725
Dhc98D,13354.66605
dhd,608.1035683
Dhfr,449.6059535
Dhit,3683.948417
Dhod,1187.598193
DhpD,1391
Dhpr,841.3284794
Dhx15,2411.107213
dia,4331.517892
Diap1,1811.837935
Diap2,1868.015514
dib,1776
Dic1,1365.436659
Dic2,921
Dic3,798.0108735
Dic4,1166
Dic61B,2417.00014
didum,6235.095592
Diedel,217
Diedel2,179
Diedel3,344.8106205
Dif,2791.27428
dikar,9393.376962
dila,3315.343959
Dim1,407
dimm,2616.316965
DIP-alpha,6794.988754
Dip-B,1746.157098
DIP-beta,3862.334772
Dip-C,1582.481014
DIP-delta,3099.106334
DIP-epsilon,2951
DIP-eta,2437.918434
DIP-gamma,2906
DIP-iota,1128
DIP-theta,2682
DIP-zeta,3185
DIP1,2808.059973
DIP2,5718.323193
Dis3,3389
disco,2943
disco-r,5547.369731
disp,4685
dj,933
DJ-1alpha,536
dj-1beta,534
djl,899
dl,3046.532846
Dl,4732.366192
Dlc90F,617
dlg1,4509.084983
Dlg5,7002.520613
Dlic,3468.892324
Dlip1,492.310891
Dlip2,704
Dlip3,1272
Dll,2831.977023
dlp,3561.366081
dlt,3801
DMAP1,1385
dmGlut,2227
dmpd,2284.717799
dmrt11E,1083
dmrt93B,779
dmrt99B,2151
dmt,2991
Dmtn,2854.378606
DNA-ligI,2187
Dnah3,12818.43526
Dnai2,1682.515438
DnaJ-1,1733.753258
DnaJ-60,637.5072237
DnaJ-H,1455.377247
DNApol-alpha180,4425
DNApol-alpha50,1370
DNApol-alpha60,1554
DNApol-alpha73,1867
DNApol-delta,3241
DNApol-epsilon255,6650
DNApol-epsilon58,1489
DNApol-eta,2868
DNApol-gamma35,1371
DNApol-iota,2479.560779
DNaseII,1029
dnc,6206.08552
dnd,637
dnk,992.5288869
dnr1,3353.968797
dnt,2432.603962
Dnz1,1750
Doa,3086.039375
dob,1656
Doc1,1268.750005
Doc2,1746
Doc3,1472
dock,3359.980622
dod,822
Dok,3288
dom,9463.287274
dome,4676
dop,7062.791862
Dop1R1,11512.00586
Dop1R2,4791
Dop2R,4512.635286
DopEcR,3570.038814
dor,2962
DOR,2041.342803
dos,3101.170643
Dot,1807.969679
Dp,2282.793108
Dp1,5241.099805
dpa,2626.091405
Dpck,715
Dph5,929
Dpit47,1112.560973
dpn,1837
dpp,3580.76058
DppIII,2251.554119
dpr1,2871.198765
dpr10,3137.708253
dpr11,4166.886005
dpr12,4209.624895
dpr13,2929.052812
dpr14,3183.282262
dpr15,3275.058428
dpr16,2059.629305
dpr17,3038.887331
dpr18,2431
dpr19,1986.443265
dpr2,1917.396497
dpr20,2518
dpr21,794
dpr3,2801.211431
dpr4,2795
dpr5,1400.514405
dpr6,4035.333206
dpr7,1163.146811
dpr8,4638
dpr9,4332.626838
Dpt,297
DptB,250
dpy,44271.30885
Dpy-30L1,456
Dpy-30L2,307
Dr,2353
Drak,4251.249931
Drat,1721.849431
drd,3081
dre4,3391.102163
Dredd,1463.63149
Dref,2624.655336
Drep1,1954
Drep2,3636.559106
Drep3,1457.196792
Drep4,1947
Drgx,2742.874978
Drice,1728
Drip,1471.838216
drk,2011.975401
drl,2905
Drl-2,5452.422236
drm,2180.928498
Dro,184.1499595
Droj2,1684.089547
Dronc,1816
drongo,3159.820612
drosha,4091
Drp1,2565.876561
drpr,3788.312687
Drs,188
Drsl1,20.9285
Drsl2,134
Drsl3,161
Drsl4,124
Drsl5,165
Drsl6,188
ds,12093.70833
dsb,2263.553041
Dscam1,7639.138568
Dscam2,7449.963008
Dscam3,6491.352489
Dscam4,6740.289258
dsd,5581.801112
dsf,3090.5
dsh,2645
Dsk,370
Dsor1,1465.637206
Dsp1,3077.470019
dsx,3358.524706
dsx-c73A,3297
Dtg,2265
dtr,4505
DUBAI,3712.687397
Duox,5116.229758
dup,2647.445631
Dup99B,66.68703032
dUTPase,583.4103445
dve,4124.150321
dwg,1803
dx,3629
dy,3876
Dyb,3031.636097
dyl,2491
Dyrk2,4225.872271
Dyrk3,3334.444146
Dys,7106.424828
Dysb,1064.332565
dysc,8605.196352
dysf,3362.880676
e,2943
E(bx),8009.506257
E(Pc),9217.732205
e(r),860.0342781
E(spl)m2-BFM,758
E(spl)m3-HLH,1106
E(spl)m4-BFM,560
E(spl)m5-HLH,683
E(spl)m6-BFM,938
E(spl)m7-HLH,783
E(spl)m8-HLH,570
E(spl)malpha-BFM,477
E(spl)mbeta-HLH,779
E(spl)mdelta-HLH,814
E(spl)mgamma-HLH,712
E(var)3-9,1937
e(y)1,925
e(y)2,304
e(y)2b,382.8428103
e(y)3,7382.641218
E(z),2307.733363
E23,4311.693532
E2f1,4029.558986
E2f2,1328.43087
E5,1923
ea,1237.98029
Eaat1,2743.510194
Eaat2,3034.970973
EAChm,590
Eaf,2983.389803
Eaf6,665
eag,8203.183268
ear,3606.820781
eas,2117.983347
east,8967.763595
eater,3102
Eb1,1692.513351
ebd1,2130
ebd2,1439.750264
ebi,3128
ebo,3945.553169
Ebp,1330
EbpII,409
EbpIII,420.978704
ec,6522.607894
eca,747
ecd,2005
eco,3296.286675
EcR,4535.379885
ECSIT,1131
ect,1982.288076
Ect3,2037
Ect4,4894.446672
ed,6061.877161
Edc3,3863
Edem1,3313.933676
Edem2,3884.085974
Edg78E,347
Edg84A,453
Edg91,363.1709802
edin,222
edl,1255
EDTP,2931.68244
eEF1delta,713.2634712
EF-G2,2280.543485
Ef1alpha100E,2399.949365
Ef1alpha48D,1868.188461
Ef1beta,642.9023185
Ef1gamma,1484.549252
EF2,2634.413543
Efa6,6090.022112
eff,1504.821485
Efhc1.1,2360
Efhc1.2,2373
Efr,1593.583897
EfSec,1414
EfTuM,1541.120011
eg,1363.050849
Egfr,5516.30602
egg,3738
egh,3219.637886
egl,4155.879866
Egm,1834
egr,1961.161937
Eh,501.0004344
Ehbp1,3931.107645
eIF-1A,1091.200837
eIF-2alpha,1107.161801
eIF-2beta,929
eIF-2gamma,1748.079302
eIF-3p40,1018.761143
eIF-3p66,1813
eIF-4a,1497.75737
eIF-4B,1391.073162
eIF-4E,1212.722011
eIF-5A,551.8682633
eIF2B-alpha,806
eIF2B-beta,1158
eIF2B-delta,1867.596279
eIF2B-epsilon,2176.562197
eIF2B-gamma,1349
eIF2D,1642
eIF3-S10,3611.714853
eIF3-S8,2975.659904
eIF3-S9,2365.760429
eIF3ga,828
eIF3gb,780
eIF4AIII,1282
eIF4E-3,841
eIF4E-4,832
eIF4E-5,821
eIF4E-6,477.6989512
eIF4E-7,1439
eIF4G,5391.102517
eIF4G2,8386.381822
eIF5,2347.877976
eIF5B,3918.103438
eIF6,857
Eig71Ea,213
Eig71Eb,249.5
Eig71Ec,440
Eig71Ed,216
Eig71Ee,1287
Eig71Ef,221
Eig71Eg,214
Eig71Eh,244
Eig71Ei,262.5
Eig71Ej,204
Eig71Ek,246
Eip55E,1199.173734
Eip63E,3123.307408
Eip63F-1,1551.412897
Eip71CD,792.6117957
Eip74EF,5375.603997
Eip75B,4644.956703
Eip78C,3645.244707
Eip93F,11056.93376
Ekar,2714.636427
Elal,1032.100865
elav,10221.89733
elB,3124.622975
Elba2,1294
Elba3,1247
Elf,2951.360647
elfless,1177
elg1,3934.197635
elgi,1377.407
Elk,5041.999999
elm,1005.534102
Elo68alpha,738
Elo68beta,641
EloA,2661.881677
EloB,1008
EloC,399.7932953
eloF,734
Elp1,3790.30731
Elp2,2339
Elp3,1664
ema,3332.967357
emb,4249.045403
emc,1850
EMC1,3066.555544
EMC3,765
EMC8-9,689
emp,2194.242776
ems,2279
en,2266
ena,4027.596434
enc,7140.629773
EndoA,3413.914235
EndoB,1991.353524
EndoG,925
EndoGI,1200.025905
endos,982.869797
Eno,1640.220672
enok,6947.044761
ens,4308.614683
Ent1,1763.166586
Ent2,1918.824069
Ent3,3075.117855
Eo,1846
Eogt,1653.793428
Epac,4222.601231
Eph,3954.545602
Ephrin,3445.146182
Eps-15,4152.346397
epsilonCOP,906
epsilonTry,631
Ercc1,751
eRF1,1611.920448
ergic53,2205.176692
Erk7,2915.308854
erm,2682
Ero1L,1901
ERp60,1608
ERR,1692.319881
Es2,1530
esc,1505
escl,1423.132236
esg,2074
esn,4291.857222
Esp,2347.697844
Est-6,1560.815552
Est-P,1541
Est-Q,1628
Esyt2,2778.334833
et,2197.796724
etaTry,712
Etf-QO,2074.186259
ETH,556
ETHR,3032.724107
Etl1,2877
Ets21C,4089.24575
Ets65A,2969.576529
Ets96B,2605
Ets97D,1659
Ets98B,3199.776695
eve,1207
Evi5,5343.730149
ewg,3465.987476
ex,6380.70093
exd,2305.598783
exex,2179
Exn,4424.965215
Exo70,2085
Exo84,2044.027622
exp,2746.028151
Ext2,2495
exu,1856.164061
ey,2743.434969
eya,2938.552373
eyg,2674.142289
eys,7925.875
f,3880.018977
f-cup,2283.827108
fa2h,1200
Faa,1222
fab1,6283.91731
fabp,553.8166673
Fad2,1113
Fadd,964
faf,9383.045023
Faf2,1988.209195
Fak,4182.951125
fal,1782.64276
FAM21,4403
fan,713
Fancd2,4388
FANCI,4324
Fancl,1047.485845
Fancm,4469.791542
fand,2594
fas,5680
Fas1,3210.333508
Fas2,3651.598127
Fas3,2790.493531
FASN1,8335.4061
FASN2,7567.065429
FASN3,7196
fat-spondin,2276
Fatp,2278.384691
fau,821
fax,3095.309862
fbl,2005.354549
Fbl6,3149.877116
fbp,951.848525
Fbp1,3200.591542
Fbp2,724.115028
Fbw5,2086
Fbxl4,2695
Fbxl7,2977
FBXO11,5326.054765
Fcp1,3064.500919
Fcp3C,764
fd102C,2125
fd19B,782
fd3F,2808
fd59A,2029
fd64A,1173
fd96Ca,1503
fd96Cb,889
Fdh,1138
fdl,3197.48317
Fdx1,521.8759226
Fdx2,664
FeCH,1207.1121
Fem-1,2454.572858
Femcoat,634
Fen1,1179
fend,3510.977101
feo,2225
FER,3044.037049
Fer1,1238.000024
Fer1HCH,1082.291779
Fer2,1134.451635
Fer2LCH,925.6948506
Fer3,637
Fer3HCH,552
fest,2633.875892
Fgop2,1355.788319
fh,724
Fhos,5167.356996
Fib,1119
Fibp,1028.40564
Fic,1719
fidipidine,1778
Fie,1289.128837
Fife,6546.108712
fig,981
Fili,4476.666667
Fim,3159.886132
Fip1,2219
Fis1,479.0194144
fit,332
Fit1,3220.331262
Fit2,2591
fj,3352
FK506-bp1,1100
FK506-bp2,434
Fkbp14,1101.159881
FKBP59,1309.118145
fkh,3974.403799
fl(2)d,2318.31314
FLASH,2793.810786
flfl,4928.869087
fliI,4628
fln,867.6437107
Flo1,1622.080367
Flo2,2588.587666
flr,2074.918184
flw,2536.346546
Fmo-1,1255
Fmo-2,1464
Fmr1,3441.460183
FMRFa,1228
FMRFaR,3507.490882
fne,7098.432533
fng,1760
Fnta,1010.368212
fog,3502.191147
foi,3398.767118
fok,1337.111636
fon,1845.246095
for,4216.871614
form3,5881.712344
FoxK,3091.192221
foxo,3479.066048
FoxP,2827.599828
Fpps,1266
fra,5982.539726
frac,4361.867856
fray,3277.772801
frc,1478.23458
fred,6509.297096
FRG1,704
frj,1903.058196
frma,1872.017429
Frq1,5396.14559
Frq2,3817.551702
frtz,3399.237538
fru,4829.013855
fry,10844.50334
Fs,3139.785836
fs(1)h,9161.399614
fs(1)K10,2853
fs(1)M3,5491
fs(1)N,6382
fs(1)Ya,2036
fs(1)Yb,3303
Fs(2)Ket,5167.688147
fs(2)ltoPP43,1400.335813
fsd,821
Fsn,1081.518773
Fst,978
ft,16653
ftz,1575
ftz-f1,5341.750586
fu,3052
fu12,1415.26123
fu2,1870.786138
Fuca,1493.954735
FucT6,2596
FucTA,2807.74954
FucTB,1247.703424
FucTC,1802
FucTD,1448
Fur1,4752.774046
Fur2,5455.434427
fus,3471.293087
fusl,2347.57157
fuss,2477.476091
futsch,21793.70665
fw,4076.56941
fwd,5825.206162
fwe,1251.8
fws,2241.603864
fy,1356.269862
fz,3618
fz2,4921.50569
fz3,2188.586493
fz4,3703.896764
fzo,2192
fzr2,1251
fzy,1797
g,3810.879691
G6P,995
G9a,6532.123371
GAA1,2189
GABA-B-R1,5197.598946
GABA-B-R2,3776.258835
GABA-B-R3,5133.401079
GABPI,1431.553957
Gad1,2831.048282
Gadd34,1398
Gadd45,1296
Gagr,1885.468611
Gal,2145.75882
Gale,1380.218886
galectin,1432.402285
Galk,1712.122101
galla-1,626.715301
galla-2,430
GalNAc-T1,2207.21411
GalNAc-T2,3269.06702
Galphaf,1626
Galphai,1868
Galphao,3430.525149
Galphaq,3326.028518
Galphas,1475.294201
Galt,1274.607772
GalT1,2112.976489
gammaCOP,2868.878373
gammaSnap1,918
gammaSnap2,803
gammaTry,611
gammaTub23C,1651
gammaTub37C,1357.474079
GAPcenA,3773.071841
Gapdh1,1143.466272
Gapdh2,1206.383198
GAPsec,1345
garz,6408.260624
Gas41,641
Gas8,1667.416207
Gasp,1350.184197
Gasz,1709
Gat,2671.499997
GatA,1462
GATAd,3070.043312
GATAe,2850.977051
GatB,1587
GatC,1371
gb,2346.914818
Gba1a,1578
Gba1b,1902.151205
gbb,1484.667687
Gbeta13F,3410.622139
Gbeta5,1346
Gbeta76C,1267
Gbp,254
Gbs-70E,2559.532164
Gbs-76A,3449.243249
GC,2280
GC1,1409.877645
GC2,879
GCC185,3841
GCC88,2123
gce,4924.112669
GckIII,2277
gcl,2265.852163
Gclc,3337.426443
Gclm,1061.472088
gcm,1843
gcm2,2129
Gcn2,5487.500572
Gcn5,2571
GCS1,3093.007047
GCS2alpha,2963.656915
GCS2beta,1982.323883
gd,1748.877479
Gdap1,1367.410698
Gdh,1907.543728
Gdi,1945.212871
gdl,823.2171658
gdl-ORF39,766
Ge-1,4614.411617
GEFmeso,5745.730782
gek,4909
geko,1119
Gel,2599.157571
gem,2608.966119
Gem2,971.4525128
Gem3,3382.011359
geminin,767.7628318
Gen,2074
Gfat1,2302.119589
Gfat2,2346
Gfrl,6869.015561
gfzf,2567.026437
Gga,2161
Ggamma1,976.6446935
Ggamma30A,2682.667851
Ggt-1,2070.712452
ghi,498
Gie,935.5180039
gig,5594.845531
GIIIspla2,1063.634588
GILT1,923
GILT2,513
GILT3,574
Gint3,1775.776492
Gip,797
Girdin,4971.059018
gish,2911.760352
Git,2304
Gk1,1687.038359
Gk2,2119.222769
gkt,2022
gl,2804
GLaz,870.7365179
GlcAT-I,1361
GlcAT-P,3155.620705
GlcAT-S,2012.571145
GlcT-1,3195
Gld,2700
Gld2,4430
glec,1851
Glg1,4192.893331
Gli,3866.243605
GlnRS,2256
glo,1907.77548
Glo1,521
glob1,801.4717015
glob2,1115.333333
glob3,919
GLS,2659.279356
Glt,3085.836193
glu,4322
GluClalpha,4488.31263
GluProRS,4428.528698
GluRIA,3611
GluRIB,5787.690378
GluRIIA,3054
GluRIIB,2750
GluRIIC,2805
GluRIID,2881
GluRIIE,3245
GluRS-m,1501
Glut1,2297.425601
Glut3,1512
Glut4EF,7450.906043
Glycogenin,2286.632575
GlyP,2889.140704
GlyRS,2280.710489
GlyS,2361.738479
GM130,2522
Gmap,4671.459296
Gmd,1362
Gmer,917
GMF,820
GNBP-like3,316
GNBP1,1586
GNBP2,1269.02521
GNBP3,1332
Gnf1,3009.997612
Gnmt,791
gnu,724
gny,1704.492973
godzilla,2723.863719
goe,3341.675563
gogo,4900
gol,3006.344234
Golgin104,2360
Golgin245,4885
Golgin84,1615
gom,1114
Gos28,695
Got1,1484
Got2,1375.81095
Gp150,4021.910503
Gp210,5869.614116
Gp93,2642
Gpa2,227
Gpb5,491.3983552
Gpdh,1549.932143
GPHR,1581
Gpi1,1398.526254
Gpo-1,2249.479162
gpp,8360.792704
Gprk1,2204.568798
Gprk2,4196.720252
gprs,5663.478802
Gr10a,2620
Gr10b,1052
Gr21a,1454.382266
Gr22a,986
Gr22b,962
Gr22c,953
Gr22d,964
Gr22e,971
Gr22f,938
Gr23a,941.0000062
Gr28a,1218
Gr28b,1387.212396
Gr2a,1309
Gr32a,1424
Gr33a,1435
Gr36a,977
Gr36b,986
Gr36c,974
Gr39a,933.0238293
Gr39b,911
Gr43a,1259.75
Gr47a,1007
Gr47b,1182
Gr57a,1052
Gr58a,989
Gr58b,1207
Gr58c,1040
Gr59a,905
Gr59b,902
Gr59c,995
Gr59d,974
Gr59e,1001
Gr59f,1022
Gr5a,1291
Gr61a,1465.328167
Gr63a,1271
Gr64a,1289
Gr64b,2659
Gr64c,2045.076157
Gr64d,2683
Gr64e,1306.519904
Gr64f,1247
Gr66a,1385
Gr68a,971
Gr77a,1197
Gr85a,995
Gr89a,890
Gr8a,1310
Gr92a,962
Gr93a,1251
Gr93b,989
Gr93c,995
Gr93d,947
Gr94a,1016
Gr97a,1106.013412
Gr98a,1720
Gr98b,1013
Gr98c,1028
Gr98d,1040
Gr9a,827
Graf,3956.735238
Grasp65,1598
grass,1121.129897
grau,1695
Grd,3872
grh,5151.148053
grim,1500
Grip,3475.869956
Grip128,3285
Grip163,4424
Grip71,2077
Grip75,1942
Grip84,3021.228965
Grip91,3372
grk,1519
grn,3384.576866
grnd,1832.930269
gro,3380.172781
grp,1993.330119
grsm,1758
Grx-1,370
gry,4394
Gs1,1821.194539
Gs1l,801.870433
Gs2,1580.065218
gsb,1450
gsb-n,2038
Gsc,925
gskt,1573
GSS,1706.857131
GstD1,628.0966804
GstD10,656.6690919
GstD11,705.6997224
GstD2,535
GstD3,547
GstD4,526
GstD5,641
GstD6,581
GstD7,557
GstD8,609
GstD9,579.8932656
GstE1,632
GstE10,743.4411487
GstE11,612.664299
GstE12,702.211119
GstE13,716.9792493
GstE14,809
GstE2,691
GstE3,556
GstE4,640
GstE5,535
GstE6,552
GstE7,566
GstE8,591.0882648
GstE9,589
GstO1,755
GstO2,718.1068467
GstO3,682
GstS1,1273.202354
GstT1,798
GstT2,688
GstT3,725.5602816
GstT4,1021
GstZ1,714
GstZ2,1000.998744
gt,1581
Gtp-bp,1857
gudu,2053
Gug,8350.46664
gukh,5282.106965
gus,1375.58432
GV1,794.8171113
gw,5098.46823
gwl,2895.520599
GXIVsPLA2,849.9812068
Gyc-89Da,2075
Gyc-89Db,2585
Gyc32E,3539.407921
Gyc76C,6025.690739
Gyc88E,4473.677864
Gycalpha99B,2155
Gycbeta100B,3867
Gyf,4761.732155
h,2015.984639
H,5442.290088
h-cup,1346
H15,2674.505177
H2.0,1463
haf,4864.538602
Hakai,1517.914061
hale,1185
halo,417
ham,3756.443089
Hand,514
hang,7785.634219
Hasp,2640.827035
Haspin,1616
hay,2356.712594
Hayan,2013.048267
hb,3033.510722
hbn,1599
hbs,4929.885855
HBS1,2086.493977
Hcf,5244.225301
Hcs,3699.875032
hd,1744.361907
HDAC1,1925
HDAC11,1477.498998
HDAC3,1461
HDAC4,5512.908785
HDAC6,3417.156709
hdc,7675.857692
Hdc,3081.042591
hdly,1478.620548
hdm,1262
He,418.5170338
HEATR2,3232
hebe,1671.790047
hec,2017.736836
heix,2931
Hel25E,1515.128977
Hel89B,6188.876942
Hem,3578
Hen1,1374
hep,5013.096296
heph,3513.30533
her,1918.163503
HERC2,15718
Herp,2009.742853
Hers,6218.855555
Hesr,415
Hex-A,3157.065978
Hex-C,1294
Hex-t1,1308
Hex-t2,1370
Hexim,1321.258952
Hexo1,1913.877872
Hexo2,1941
Hey,1488
Hf,697
hfw,2415.05821
hgo,1246
HGTX,2815
hh,2171
HHEX,1068
hid,3792.250946
hig,3890.605427
Hil,3162.714781
Him,721
HIP,1851
HIP-R,1865.289349
Hip1,3894.035182
Hip14,3451.463558
HipHop,950.4288202
Hipk,9570.88036
HIPP1,3169.855843
Hira,3221
His-Psi:CR31614,626
His-Psi:CR31615,116
His-Psi:CR31616,116
His-Psi:CR31754,104
His-Psi:CR33802,134
His-Psi:CR33805,241
His-Psi:CR33811,134
His-Psi:CR33867,327
His1:CG31617,824
His1:CG33801,824
His1:CG33804,824
His1:CG33807,824
His1:CG33810,824
His1:CG33813,824
His1:CG33816,824
His1:CG33819,824
His1:CG33822,824
His1:CG33825,824
His1:CG33828,824
His1:CG33831,824
His1:CG33834,824
His1:CG33837,824
His1:CG33840,824
His1:CG33843,824
His1:CG33846,824
His1:CG33849,824
His1:CG33852,824
His1:CG33855,824
His1:CG33858,824
His1:CG33861,824
His1:CG33864,824
His2A:CG31618,294
His2A:CG33808,277
His2A:CG33814,294
His2A:CG33817,294
His2A:CG33820,294
His2A:CG33823,294
His2A:CG33826,294
His2A:CG33829,294
His2A:CG33832,294
His2A:CG33835,294
His2A:CG33838,294
His2A:CG33841,294
His2A:CG33844,294
His2A:CG33847,294
His2A:CG33850,294
His2A:CG33853,294
His2A:CG33856,294
His2A:CG33859,294
His2A:CG33862,294
His2A:CG33865,294
His2Av,741.8911731
His2B:CG17949,396
His2B:CG33868,396
His2B:CG33870,396
His2B:CG33872,396
His2B:CG33874,396
His2B:CG33876,396
His2B:CG33878,396
His2B:CG33880,396
His2B:CG33882,396
His2B:CG33884,396
His2B:CG33886,396
His2B:CG33888,396
His2B:CG33890,396
His2B:CG33892,396
His2B:CG33894,396
His2B:CG33896,396
His2B:CG33898,396
His2B:CG33900,396
His2B:CG33902,396
His2B:CG33904,396
His2B:CG33906,396
His2B:CG33908,396
His2B:CG33910,396
His3.3A,639.7490655
His3.3B,1614.094717
His3:CG31613,330
His3:CG33803,330
His3:CG33806,330
His3:CG33809,330
His3:CG33812,330
His3:CG33815,330
His3:CG33818,330
His3:CG33821,330
His3:CG33824,330
His3:CG33827,330
His3:CG33830,330
His3:CG33833,330
His3:CG33836,330
His3:CG33839,330
His3:CG33842,330
His3:CG33845,330
His3:CG33848,330
His3:CG33851,330
His3:CG33854,330
His3:CG33857,330
His3:CG33860,330
His3:CG33863,330
His3:CG33866,330
His4:CG31611,214
His4:CG33869,327
His4:CG33871,329
His4:CG33873,329
His4:CG33875,329
His4:CG33877,214
His4:CG33879,214
His4:CG33881,214
His4:CG33883,214
His4:CG33885,214
His4:CG33887,214
His4:CG33889,214
His4:CG33891,214
His4:CG33893,214
His4:CG33895,214
His4:CG33897,214
His4:CG33899,214
His4:CG33901,214
His4:CG33903,214
His4:CG33905,214
His4:CG33907,213
His4:CG33909,214
His4r,387.5476614
HisCl1,1506.058209
HisRS,1807.823323
hiw,16493.52189
Hk,5862.193531
hkb,1368
Hlc,1805.291184
HLH3B,1229
HLH4C,1225
HLH54F,879
Hmg-2,1148
Hmgcr,3619
HmgD,902.1062728
Hmgs,1727.006409
HmgZ,615.3760326
Hml,11556.12131
Hmr,4497
Hmt-1,2787
Hmt4-20,5771.397918
Hmu,2161
hmw,1842
Hmx,2820.809775
Hn,1365.75124
Hnf4,2972.638228
hng1,882
hng2,1008
hng3,1053.741746
HnRNP-K,1876.736081
Ho,924
hoe1,3104.38116
hoe2,2689
hog,412
hoip,386.9380406
holn1,999
homer,2514.844047
hook,2118
hop,4856
Hop,1824
how,3037.919261
HP1b,1012.427237
HP1c,787
HP1D3csd,617
HP1e,393
HP1Lcsd,139
HP4,444.6689134
HP5,3443.514412
HP6,301
Hph,2196.432428
hpo,2588.064642
hppy,4122.178267
Hpr1,2112
HPS1,1875
HPS4,3270.688912
Hr38,6971.249891
Hr39,3881.691396
Hr4,10175.42788
Hr46,5618.9408
Hr51,1890
Hr78,2112.001021
Hr83,638
Hr96,2635
Hrb27C,3535.657442
Hrb87F,2044.24795
Hrb98DE,1950.473746
Hrd3,2854.429065
hrg,3659.775957
Hrs,2423.769368
Hs2st,1453
Hs3st-A,5417.850057
Hs3st-B,1917.943751
Hs6st,2676.251703
Hsc20,728
Hsc70-1,2352.5936
Hsc70-2,1975
Hsc70-3,2847.592667
Hsc70-4,2167.726304
Hsc70-5,2607.747233
Hsc70Cb,3067.285437
Hsepi,2852.540448
Hsf,2595.696947
Hsl,3339.21397
Hsp22,818.3510731
Hsp23,678.7245815
Hsp26,797.0233365
Hsp27,1043.828338
Hsp60,2157.902455
Hsp60B,2004
Hsp60C,1830
Hsp60D,1695
Hsp67Ba,1534
Hsp67Bb,508.2527747
Hsp67Bc,788
Hsp68,2032
Hsp70Aa,2183
Hsp70Ab,2176
Hsp70Ba,2125
Hsp70Bb,2148
Hsp70Bbb,2148
Hsp70Bc,2187
Hsp83,2543.29019
HSPC300,172.5495615
hth,5050.478725
htk,6815.913392
htl,3491.140719
HtrA2,2098.114922
hts,3397.737477
htt,11519.07118
hubl,862
Hug,834
hui,548.8972991
Hus1-like,871.4681369
hyd,8878.084683
Hydr1,1932.784436
Hydr2,2094.647501
hydra,1241.000003
hyx,2042.794284
I-2,1362.768465
I-3,614
I-t,688
IA-2,7531.284561
iav,3313
Ibf1,760.4686396
